name,path,split,family_id,archetype,family_origin,heldout_compositional,variant_index,engagement_class,initial_min_cross_distance,terrain,formation,layout,num_allies,num_enemies,ally_value,enemy_value,ally_value_ratio,difficulty_proxy,static_difficulty_score,ally_composition,enemy_composition,sha256
r2g_train_1063,configs/train/r2g_train_1063.json,train,gen_bio_vs_stalker_zealot_04,bio_vs_stalker_zealot,general_v2,False,7,near,8.7318,NARROW,staggered,narrow_same_side,9,4,600,450,1.3333,moderate_advantage,0.075758,"{""MARAUDER"": 3, ""MARINE"": 6}","{""STALKER"": 2, ""ZEALOT"": 2}",75a9b098371a39f10b7cdb31aafa4b2b30bbcc2793aec55c2631af4e24bb0d82
r2g_train_1064,configs/train/r2g_train_1064.json,train,gen_bio_vs_stalker_zealot_04,bio_vs_stalker_zealot,general_v2,False,8,medium,12.6129,SIMPLE,type_split,horizontal,9,4,600,450,1.3333,moderate_advantage,0.075758,"{""MARAUDER"": 3, ""MARINE"": 6}","{""STALKER"": 2, ""ZEALOT"": 2}",774fb226b0c1853d0af71fd5cc75d10a1bfcc2a3ab6838d39ec4cf670c535991
r2g_train_1065,configs/train/r2g_train_1065.json,train,gen_bio_vs_stalker_zealot_04,bio_vs_stalker_zealot,general_v2,False,9,medium,12.8103,OCTAGON,compact,diag_up,9,4,600,450,1.3333,moderate_advantage,0.075758,"{""MARAUDER"": 3, ""MARINE"": 6}","{""STALKER"": 2, ""ZEALOT"": 2}",7a5e5b01359088515379c536f5107dc3d1c0d40d4fcfec2e1567a42c31cf85fc
r2g_train_1066,configs/train/r2g_train_1066.json,train,gen_bio_vs_stalker_zealot_04,bio_vs_stalker_zealot,general_v2,False,10,medium,12.8204,NARROW,split,narrow_cross_gate,9,4,600,450,1.3333,moderate_advantage,0.075758,"{""MARAUDER"": 3, ""MARINE"": 6}","{""STALKER"": 2, ""ZEALOT"": 2}",9056a9702f95a2a50a123489c7a237f14eef5c2ed840b70fd8add55c23902f2b
r2g_train_1067,configs/train/r2g_train_1067.json,train,gen_bio_vs_stalker_zealot_04,bio_vs_stalker_zealot,general_v2,False,11,far,16.9609,SIMPLE,staggered,horizontal,9,4,600,450,1.3333,moderate_advantage,0.075758,"{""MARAUDER"": 3, ""MARINE"": 6}","{""STALKER"": 2, ""ZEALOT"": 2}",a98c01c1133b51c4135b7c903ee52e217b1def941e38c6cedaf6b352a82fa354
r2g_train_1068,configs/train/r2g_train_1068.json,train,gen_bio_vs_stalker_zealot_04,bio_vs_stalker_zealot,general_v2,False,12,far,16.8096,SIMPLE,type_split,horizontal,9,4,600,450,1.3333,moderate_advantage,0.075758,"{""MARAUDER"": 3, ""MARINE"": 6}","{""STALKER"": 2, ""ZEALOT"": 2}",9c7bea3e0697e0cefd7521cd9624b3e643b6797d579cae9e02ed90338fa12d2f
r2g_train_1069,configs/train/r2g_train_1069.json,train,gen_bio_vs_stalker_zealot_05,bio_vs_stalker_zealot,general_v2,False,1,immediate,5.507,NARROW,compact,narrow_same_side,9,4,650,425,1.5294,strong_advantage,0.0,"{""MARAUDER"": 4, ""MARINE"": 5}","{""STALKER"": 1, ""ZEALOT"": 3}",4ca6a18962039c73d436a124985cadc51bf148ec5daab607893ef008556f4154
r2g_train_1070,configs/train/r2g_train_1070.json,train,gen_bio_vs_stalker_zealot_05,bio_vs_stalker_zealot,general_v2,False,2,immediate,5.3677,OCTAGON,split,diag_up,9,4,650,425,1.5294,strong_advantage,0.0,"{""MARAUDER"": 4, ""MARINE"": 5}","{""STALKER"": 1, ""ZEALOT"": 3}",4cfa5b7ed99bc648e7d47ff504e44ea9a603cec26888d3338acaf2413a4b583e
r2g_train_1071,configs/train/r2g_train_1071.json,train,gen_bio_vs_stalker_zealot_05,bio_vs_stalker_zealot,general_v2,False,3,immediate,5.2463,SIMPLE,staggered,horizontal,9,4,650,425,1.5294,strong_advantage,0.0,"{""MARAUDER"": 4, ""MARINE"": 5}","{""STALKER"": 1, ""ZEALOT"": 3}",3f8e8118e79e9287625b21707e3445d0172a057862e35024313a2498d700fe3b
r2g_train_1072,configs/train/r2g_train_1072.json,train,gen_bio_vs_stalker_zealot_05,bio_vs_stalker_zealot,general_v2,False,4,near,8.6692,NARROW,type_split,narrow_same_side,9,4,650,425,1.5294,strong_advantage,0.0,"{""MARAUDER"": 4, ""MARINE"": 5}","{""STALKER"": 1, ""ZEALOT"": 3}",ba5649f3fd68f810eda5a4399302452f44230a6ac7444481a489ea33ff6e13dc
r2g_train_1073,configs/train/r2g_train_1073.json,train,gen_bio_vs_stalker_zealot_05,bio_vs_stalker_zealot,general_v2,False,5,near,8.6306,OCTAGON,compact,vertical,9,4,650,425,1.5294,strong_advantage,0.0,"{""MARAUDER"": 4, ""MARINE"": 5}","{""STALKER"": 1, ""ZEALOT"": 3}",a70d5256e24ba90716bf8461f80ee7d1e1aacee60a40745344bf59e8d2719341
r2g_train_1074,configs/train/r2g_train_1074.json,train,gen_bio_vs_stalker_zealot_05,bio_vs_stalker_zealot,general_v2,False,6,near,8.9376,OCTAGON,split,diag_down,9,4,650,425,1.5294,strong_advantage,0.0,"{""MARAUDER"": 4, ""MARINE"": 5}","{""STALKER"": 1, ""ZEALOT"": 3}",5089857b8908e0120e85a01814a34cae2ce1feb4098cc012b754c24a2a59212b
r2g_train_1075,configs/train/r2g_train_1075.json,train,gen_bio_vs_stalker_zealot_05,bio_vs_stalker_zealot,general_v2,False,7,near,8.6438,NARROW,staggered,narrow_same_side,9,4,650,425,1.5294,strong_advantage,0.0,"{""MARAUDER"": 4, ""MARINE"": 5}","{""STALKER"": 1, ""ZEALOT"": 3}",5464e0248b9359eed027a414d96f448c58ede7643440df084620a3260a53b485
r2g_train_1076,configs/train/r2g_train_1076.json,train,gen_bio_vs_stalker_zealot_05,bio_vs_stalker_zealot,general_v2,False,8,medium,12.6387,SIMPLE,type_split,horizontal,9,4,650,425,1.5294,strong_advantage,0.0,"{""MARAUDER"": 4, ""MARINE"": 5}","{""STALKER"": 1, ""ZEALOT"": 3}",827f91f047ddf2bcade124a2789156e27c77f630db8d78eb033e19cc90dee408
r2g_train_1077,configs/train/r2g_train_1077.json,train,gen_bio_vs_stalker_zealot_05,bio_vs_stalker_zealot,general_v2,False,9,medium,12.6999,OCTAGON,compact,diag_up,9,4,650,425,1.5294,strong_advantage,0.0,"{""MARAUDER"": 4, ""MARINE"": 5}","{""STALKER"": 1, ""ZEALOT"": 3}",1fa7b9cc98d3cc33c0630a0e4fe6fd4a9faf08ab9db34d352c5ab91524d6dd22
r2g_train_1078,configs/train/r2g_train_1078.json,train,gen_bio_vs_stalker_zealot_05,bio_vs_stalker_zealot,general_v2,False,10,medium,12.661,NARROW,split,narrow_cross_gate,9,4,650,425,1.5294,strong_advantage,0.0,"{""MARAUDER"": 4, ""MARINE"": 5}","{""STALKER"": 1, ""ZEALOT"": 3}",4ab3a7c5bf6952ece06c835b0c371af575f918284dd43dffc7ae6978208b4b9a
r2g_train_1079,configs/train/r2g_train_1079.json,train,gen_bio_vs_stalker_zealot_05,bio_vs_stalker_zealot,general_v2,False,11,far,16.863,SIMPLE,staggered,horizontal,9,4,650,425,1.5294,strong_advantage,0.0,"{""MARAUDER"": 4, ""MARINE"": 5}","{""STALKER"": 1, ""ZEALOT"": 3}",b22b79e92c896a250db1ba6a9442c4f4985ee4ab55749c66d11f72a7db456b74
r2g_train_1080,configs/train/r2g_train_1080.json,train,gen_bio_vs_stalker_zealot_05,bio_vs_stalker_zealot,general_v2,False,12,far,16.9866,SIMPLE,type_split,horizontal,9,4,650,425,1.5294,strong_advantage,0.0,"{""MARAUDER"": 4, ""MARINE"": 5}","{""STALKER"": 1, ""ZEALOT"": 3}",859656cecafe25219acd6daa011dc49049e88e67c84b5427b631e7d7d0a684ff
r2g_train_1081,configs/train/r2g_train_1081.json,train,gen_protoss_triad_vs_bio_01,protoss_triad_vs_bio,general_v2,False,1,immediate,5.3482,NARROW,compact,narrow_same_side,4,9,625,650,0.9615,slight_disadvantage,0.751748,"{""COLOSSUS"": 1, ""STALKER"": 1, ""ZEALOT"": 2}","{""MARAUDER"": 4, ""MARINE"": 5}",228fae92c3b2c2e96763fb5e3ac861d082614999c4d28dd2a39886a1bac693bf
r2g_train_1082,configs/train/r2g_train_1082.json,train,gen_protoss_triad_vs_bio_01,protoss_triad_vs_bio,general_v2,False,2,immediate,5.4799,OCTAGON,split,diag_up,4,9,625,650,0.9615,slight_disadvantage,0.751748,"{""COLOSSUS"": 1, ""STALKER"": 1, ""ZEALOT"": 2}","{""MARAUDER"": 4, ""MARINE"": 5}",8727aabbf90aceb6605b4ec7772e72cee663b2e1e5603b84c40c273e9ceeff81
r2g_train_1083,configs/train/r2g_train_1083.json,train,gen_protoss_triad_vs_bio_01,protoss_triad_vs_bio,general_v2,False,3,immediate,5.5024,SIMPLE,staggered,horizontal,4,9,625,650,0.9615,slight_disadvantage,0.751748,"{""COLOSSUS"": 1, ""STALKER"": 1, ""ZEALOT"": 2}","{""MARAUDER"": 4, ""MARINE"": 5}",68db1079f94538eb871528ed14c957612cf716afadf686be052abcd321546b64
r2g_train_1084,configs/train/r2g_train_1084.json,train,gen_protoss_triad_vs_bio_01,protoss_triad_vs_bio,general_v2,False,4,near,8.7929,NARROW,type_split,narrow_same_side,4,9,625,650,0.9615,slight_disadvantage,0.751748,"{""COLOSSUS"": 1, ""STALKER"": 1, ""ZEALOT"": 2}","{""MARAUDER"": 4, ""MARINE"": 5}",f13c6e9a95f8675bce991279f5f23f91d95c01a2fac3b83bfc80a79f65f2f597
r2g_train_1085,configs/train/r2g_train_1085.json,train,gen_protoss_triad_vs_bio_01,protoss_triad_vs_bio,general_v2,False,5,near,8.7994,OCTAGON,compact,vertical,4,9,625,650,0.9615,slight_disadvantage,0.751748,"{""COLOSSUS"": 1, ""STALKER"": 1, ""ZEALOT"": 2}","{""MARAUDER"": 4, ""MARINE"": 5}",ded2cfbe07a0f8da94d85136330ab1e4b08fdea0633f021a0e02476e2626d5b2
r2g_train_1086,configs/train/r2g_train_1086.json,train,gen_protoss_triad_vs_bio_01,protoss_triad_vs_bio,general_v2,False,6,near,8.7025,OCTAGON,split,diag_down,4,9,625,650,0.9615,slight_disadvantage,0.751748,"{""COLOSSUS"": 1, ""STALKER"": 1, ""ZEALOT"": 2}","{""MARAUDER"": 4, ""MARINE"": 5}",3010187180f5387461e5e6c7fc92172b3cea39389ff3e71622d809261a397cd5
r2g_train_1087,configs/train/r2g_train_1087.json,train,gen_protoss_triad_vs_bio_01,protoss_triad_vs_bio,general_v2,False,7,near,8.7866,NARROW,staggered,narrow_same_side,4,9,625,650,0.9615,slight_disadvantage,0.751748,"{""COLOSSUS"": 1, ""STALKER"": 1, ""ZEALOT"": 2}","{""MARAUDER"": 4, ""MARINE"": 5}",ba1a767104a93755bde757a2096c43429d307ada8a5adf16a7e3add43903e7c8
r2g_train_1088,configs/train/r2g_train_1088.json,train,gen_protoss_triad_vs_bio_01,protoss_triad_vs_bio,general_v2,False,8,medium,12.9197,SIMPLE,type_split,horizontal,4,9,625,650,0.9615,slight_disadvantage,0.751748,"{""COLOSSUS"": 1, ""STALKER"": 1, ""ZEALOT"": 2}","{""MARAUDER"": 4, ""MARINE"": 5}",f006c95374837420b1ac9e455e70d3ab8f21ee62bb8d5bc2d25f4a50eb78bdbc
r2g_train_1089,configs/train/r2g_train_1089.json,train,gen_protoss_triad_vs_bio_01,protoss_triad_vs_bio,general_v2,False,9,medium,12.7646,OCTAGON,compact,diag_up,4,9,625,650,0.9615,slight_disadvantage,0.751748,"{""COLOSSUS"": 1, ""STALKER"": 1, ""ZEALOT"": 2}","{""MARAUDER"": 4, ""MARINE"": 5}",02c6944af89cf3b34bd620bd412aebe05e06268c387ec896c0c0c748320c26d0
r2g_train_1090,configs/train/r2g_train_1090.json,train,gen_protoss_triad_vs_bio_01,protoss_triad_vs_bio,general_v2,False,10,medium,12.662,NARROW,split,narrow_cross_gate,4,9,625,650,0.9615,slight_disadvantage,0.751748,"{""COLOSSUS"": 1, ""STALKER"": 1, ""ZEALOT"": 2}","{""MARAUDER"": 4, ""MARINE"": 5}",9346a14494c2523d36407ec5a6bf0d6ac4c85386da50b73163af05c49f53cda6
r2g_train_1091,configs/train/r2g_train_1091.json,train,gen_protoss_triad_vs_bio_01,protoss_triad_vs_bio,general_v2,False,11,far,16.972,SIMPLE,staggered,horizontal,4,9,625,650,0.9615,slight_disadvantage,0.751748,"{""COLOSSUS"": 1, ""STALKER"": 1, ""ZEALOT"": 2}","{""MARAUDER"": 4, ""MARINE"": 5}",e618b2309fc346acab551ea43beb7b3e40d5a2219cdd0489b7d15c92433d9e14
r2g_train_1092,configs/train/r2g_train_1092.json,train,gen_protoss_triad_vs_bio_01,protoss_triad_vs_bio,general_v2,False,12,far,17.1271,SIMPLE,type_split,horizontal,4,9,625,650,0.9615,slight_disadvantage,0.751748,"{""COLOSSUS"": 1, ""STALKER"": 1, ""ZEALOT"": 2}","{""MARAUDER"": 4, ""MARINE"": 5}",806ad2eeaa6b682c58640dff568b9f296bd97eb8dbf7a433573de62c1a4a347d
r2g_train_1093,configs/train/r2g_train_1093.json,train,gen_protoss_triad_vs_bio_02,protoss_triad_vs_bio,general_v2,False,1,immediate,5.2129,NARROW,compact,narrow_same_side,4,8,625,600,1.0417,balanced,0.606061,"{""COLOSSUS"": 1, ""STALKER"": 1, ""ZEALOT"": 2}","{""MARAUDER"": 4, ""MARINE"": 4}",abce46445657213f29aa275cf6c77502631ed6e9c676fe8b51641c2b0ecfbcdd
r2g_train_1094,configs/train/r2g_train_1094.json,train,gen_protoss_triad_vs_bio_02,protoss_triad_vs_bio,general_v2,False,2,immediate,5.203,OCTAGON,split,diag_up,4,8,625,600,1.0417,balanced,0.606061,"{""COLOSSUS"": 1, ""STALKER"": 1, ""ZEALOT"": 2}","{""MARAUDER"": 4, ""MARINE"": 4}",dd3d03ea744b3a769acda45f027a9ee969fd8d2381af17143587847d07c13746
r2g_train_1095,configs/train/r2g_train_1095.json,train,gen_protoss_triad_vs_bio_02,protoss_triad_vs_bio,general_v2,False,3,immediate,5.2946,SIMPLE,staggered,horizontal,4,8,625,600,1.0417,balanced,0.606061,"{""COLOSSUS"": 1, ""STALKER"": 1, ""ZEALOT"": 2}","{""MARAUDER"": 4, ""MARINE"": 4}",e8779166f4dc025e3ee0b791dfb3fa64103e089ab1343e8713f6d9395489d22b
r2g_train_1096,configs/train/r2g_train_1096.json,train,gen_protoss_triad_vs_bio_02,protoss_triad_vs_bio,general_v2,False,4,near,8.6119,NARROW,type_split,narrow_same_side,4,8,625,600,1.0417,balanced,0.606061,"{""COLOSSUS"": 1, ""STALKER"": 1, ""ZEALOT"": 2}","{""MARAUDER"": 4, ""MARINE"": 4}",a66b34cfba51858b4d5ce8d1ca8c38462ee65d0ba41f8afa660ea3d28672527d
r2g_train_1097,configs/train/r2g_train_1097.json,train,gen_protoss_triad_vs_bio_02,protoss_triad_vs_bio,general_v2,False,5,near,8.82,OCTAGON,compact,vertical,4,8,625,600,1.0417,balanced,0.606061,"{""COLOSSUS"": 1, ""STALKER"": 1, ""ZEALOT"": 2}","{""MARAUDER"": 4, ""MARINE"": 4}",33f17d88d140e180f676acfba0345befe6ae6628cc59952e0e045d4db03b415c
r2g_train_1098,configs/train/r2g_train_1098.json,train,gen_protoss_triad_vs_bio_02,protoss_triad_vs_bio,general_v2,False,6,near,8.9847,OCTAGON,split,diag_down,4,8,625,600,1.0417,balanced,0.606061,"{""COLOSSUS"": 1, ""STALKER"": 1, ""ZEALOT"": 2}","{""MARAUDER"": 4, ""MARINE"": 4}",bd8d17fab83d5e700c51a780c9445eae3aac0cb2b19b78089bf57ff36842dd07
r2g_train_1099,configs/train/r2g_train_1099.json,train,gen_protoss_triad_vs_bio_02,protoss_triad_vs_bio,general_v2,False,7,near,8.9462,NARROW,staggered,narrow_same_side,4,8,625,600,1.0417,balanced,0.606061,"{""COLOSSUS"": 1, ""STALKER"": 1, ""ZEALOT"": 2}","{""MARAUDER"": 4, ""MARINE"": 4}",dd9b3d9f37f81f02813ce2bc3a762013e654dd9ddf156ccb4f8668ed1e142432
r2g_train_1100,configs/train/r2g_train_1100.json,train,gen_protoss_triad_vs_bio_02,protoss_triad_vs_bio,general_v2,False,8,medium,12.626,SIMPLE,type_split,horizontal,4,8,625,600,1.0417,balanced,0.606061,"{""COLOSSUS"": 1, ""STALKER"": 1, ""ZEALOT"": 2}","{""MARAUDER"": 4, ""MARINE"": 4}",846243d7da85e00b11d4e347e053b7517aab3e5f7a8356e7e3a16f2948824b4a
r2g_train_1101,configs/train/r2g_train_1101.json,train,gen_protoss_triad_vs_bio_02,protoss_triad_vs_bio,general_v2,False,9,medium,12.7471,OCTAGON,compact,diag_up,4,8,625,600,1.0417,balanced,0.606061,"{""COLOSSUS"": 1, ""STALKER"": 1, ""ZEALOT"": 2}","{""MARAUDER"": 4, ""MARINE"": 4}",60474fd968d3d49c149c69a1dfd62610ec2c0f68ae6235ba27fb488b46cea6e6
r2g_train_1102,configs/train/r2g_train_1102.json,train,gen_protoss_triad_vs_bio_02,protoss_triad_vs_bio,general_v2,False,10,medium,12.6876,NARROW,split,narrow_cross_gate,4,8,625,600,1.0417,balanced,0.606061,"{""COLOSSUS"": 1, ""STALKER"": 1, ""ZEALOT"": 2}","{""MARAUDER"": 4, ""MARINE"": 4}",d2e43683e4d11a6942b61c8aad1e28ab1f7a17ec076c00d751f63615d4fb4f02
r2g_train_1103,configs/train/r2g_train_1103.json,train,gen_protoss_triad_vs_bio_02,protoss_triad_vs_bio,general_v2,False,11,far,16.8699,SIMPLE,staggered,horizontal,4,8,625,600,1.0417,balanced,0.606061,"{""COLOSSUS"": 1, ""STALKER"": 1, ""ZEALOT"": 2}","{""MARAUDER"": 4, ""MARINE"": 4}",91f2b0116d826b26e40c7e5161ad9766eec0bb22bc75a7e2c28f09dd8f9ad760
r2g_train_1104,configs/train/r2g_train_1104.json,train,gen_protoss_triad_vs_bio_02,protoss_triad_vs_bio,general_v2,False,12,far,17.0867,SIMPLE,type_split,horizontal,4,8,625,600,1.0417,balanced,0.606061,"{""COLOSSUS"": 1, ""STALKER"": 1, ""ZEALOT"": 2}","{""MARAUDER"": 4, ""MARINE"": 4}",76ab79a92d1e06cc490e74b8a1455d19928db3187005b4d75145438d2f92f972
r2g_train_1105,configs/train/r2g_train_1105.json,train,gen_protoss_triad_vs_bio_03,protoss_triad_vs_bio,general_v2,False,1,immediate,5.5151,NARROW,compact,narrow_same_side,4,8,625,550,1.1364,moderate_advantage,0.433884,"{""COLOSSUS"": 1, ""STALKER"": 1, ""ZEALOT"": 2}","{""MARAUDER"": 3, ""MARINE"": 5}",f25b69259e2313d6b831d7452b17e34af242d32836786e71cb52d2b88edd4760
r2g_train_1106,configs/train/r2g_train_1106.json,train,gen_protoss_triad_vs_bio_03,protoss_triad_vs_bio,general_v2,False,2,immediate,5.2606,OCTAGON,split,diag_up,4,8,625,550,1.1364,moderate_advantage,0.433884,"{""COLOSSUS"": 1, ""STALKER"": 1, ""ZEALOT"": 2}","{""MARAUDER"": 3, ""MARINE"": 5}",907ebb305b59c6d1776d81b67ed15f22eb20aab1509807cf52525dfcd92d00ec
r2g_train_1107,configs/train/r2g_train_1107.json,train,gen_protoss_triad_vs_bio_03,protoss_triad_vs_bio,general_v2,False,3,immediate,5.5378,SIMPLE,staggered,horizontal,4,8,625,550,1.1364,moderate_advantage,0.433884,"{""COLOSSUS"": 1, ""STALKER"": 1, ""ZEALOT"": 2}","{""MARAUDER"": 3, ""MARINE"": 5}",1c4b50b403f814c03db265cdab2a0ed906af41be3a80a0219cfcd9c93129895c
r2g_train_1108,configs/train/r2g_train_1108.json,train,gen_protoss_triad_vs_bio_03,protoss_triad_vs_bio,general_v2,False,4,near,8.8649,NARROW,type_split,narrow_same_side,4,8,625,550,1.1364,moderate_advantage,0.433884,"{""COLOSSUS"": 1, ""STALKER"": 1, ""ZEALOT"": 2}","{""MARAUDER"": 3, ""MARINE"": 5}",f69558b4bca3f57257ed6303b1ed8704b9b5a39470618f2e0db5d7ec69e4cdb7
r2g_train_1109,configs/train/r2g_train_1109.json,train,gen_protoss_triad_vs_bio_03,protoss_triad_vs_bio,general_v2,False,5,near,8.9357,OCTAGON,compact,vertical,4,8,625,550,1.1364,moderate_advantage,0.433884,"{""COLOSSUS"": 1, ""STALKER"": 1, ""ZEALOT"": 2}","{""MARAUDER"": 3, ""MARINE"": 5}",a1c9c178035661b970f2238e2fa03126156c2899f394691543f5928c72c0721f
r2g_train_1110,configs/train/r2g_train_1110.json,train,gen_protoss_triad_vs_bio_03,protoss_triad_vs_bio,general_v2,False,6,near,8.9403,OCTAGON,split,diag_down,4,8,625,550,1.1364,moderate_advantage,0.433884,"{""COLOSSUS"": 1, ""STALKER"": 1, ""ZEALOT"": 2}","{""MARAUDER"": 3, ""MARINE"": 5}",af5f1510c892f6973d8b57030718182a6972ebcc047f6a2175a1b899ead0a8b6
r2g_train_1111,configs/train/r2g_train_1111.json,train,gen_protoss_triad_vs_bio_03,protoss_triad_vs_bio,general_v2,False,7,near,8.7404,NARROW,staggered,narrow_same_side,4,8,625,550,1.1364,moderate_advantage,0.433884,"{""COLOSSUS"": 1, ""STALKER"": 1, ""ZEALOT"": 2}","{""MARAUDER"": 3, ""MARINE"": 5}",f8e29623880101602856878d9f7460b41b0e4e3907dd97209f25081827b25e0b
r2g_train_1112,configs/train/r2g_train_1112.json,train,gen_protoss_triad_vs_bio_03,protoss_triad_vs_bio,general_v2,False,8,medium,12.9177,SIMPLE,type_split,horizontal,4,8,625,550,1.1364,moderate_advantage,0.433884,"{""COLOSSUS"": 1, ""STALKER"": 1, ""ZEALOT"": 2}","{""MARAUDER"": 3, ""MARINE"": 5}",6a690212c1e0acd1ef18b4609069cf4a69b9f596f8ba0052141c9f2cb23dd62d
r2g_train_1113,configs/train/r2g_train_1113.json,train,gen_protoss_triad_vs_bio_03,protoss_triad_vs_bio,general_v2,False,9,medium,12.9759,OCTAGON,compact,diag_up,4,8,625,550,1.1364,moderate_advantage,0.433884,"{""COLOSSUS"": 1, ""STALKER"": 1, ""ZEALOT"": 2}","{""MARAUDER"": 3, ""MARINE"": 5}",a10ef8ce85e737554caaf386d6e7b384e012ef6e85064eab11b9fbe1e266337c
r2g_train_1114,configs/train/r2g_train_1114.json,train,gen_protoss_triad_vs_bio_03,protoss_triad_vs_bio,general_v2,False,10,medium,12.7196,NARROW,split,narrow_cross_gate,4,8,625,550,1.1364,moderate_advantage,0.433884,"{""COLOSSUS"": 1, ""STALKER"": 1, ""ZEALOT"": 2}","{""MARAUDER"": 3, ""MARINE"": 5}",f854dcebb037473ca544c5bcf5ccd685a699665b21fd3cbfaf4e1400e2849370
r2g_train_1115,configs/train/r2g_train_1115.json,train,gen_protoss_triad_vs_bio_03,protoss_triad_vs_bio,general_v2,False,11,far,17.0428,SIMPLE,staggered,horizontal,4,8,625,550,1.1364,moderate_advantage,0.433884,"{""COLOSSUS"": 1, ""STALKER"": 1, ""ZEALOT"": 2}","{""MARAUDER"": 3, ""MARINE"": 5}",e87f3bb9aa99ad43c910e760880e28b57b6a63bfba4301bded376383f1ade5ff
r2g_train_1116,configs/train/r2g_train_1116.json,train,gen_protoss_triad_vs_bio_03,protoss_triad_vs_bio,general_v2,False,12,far,17.0279,SIMPLE,type_split,horizontal,4,8,625,550,1.1364,moderate_advantage,0.433884,"{""COLOSSUS"": 1, ""STALKER"": 1, ""ZEALOT"": 2}","{""MARAUDER"": 3, ""MARINE"": 5}",fe47c9941acbefa55f3c73263a67e87f5e44f053837087d5decff11cf6b17d04
r2g_train_1117,configs/train/r2g_train_1117.json,train,gen_protoss_triad_vs_bio_04,protoss_triad_vs_bio,general_v2,False,1,immediate,5.3761,NARROW,compact,narrow_same_side,5,9,775,600,1.2917,moderate_advantage,0.151515,"{""COLOSSUS"": 1, ""STALKER"": 3, ""ZEALOT"": 1}","{""MARAUDER"": 3, ""MARINE"": 6}",52089484b119338c148298b4a0b484b21f1a48dafb766e2f694073c2db8a52a1
r2g_train_1118,configs/train/r2g_train_1118.json,train,gen_protoss_triad_vs_bio_04,protoss_triad_vs_bio,general_v2,False,2,immediate,5.2246,OCTAGON,split,diag_up,5,9,775,600,1.2917,moderate_advantage,0.151515,"{""COLOSSUS"": 1, ""STALKER"": 3, ""ZEALOT"": 1}","{""MARAUDER"": 3, ""MARINE"": 6}",76708e552c4b190b2e84b27ebd5d4b810772ebfa99d9495d9671fb8e42331757
r2g_train_1119,configs/train/r2g_train_1119.json,train,gen_protoss_triad_vs_bio_04,protoss_triad_vs_bio,general_v2,False,3,immediate,5.2419,SIMPLE,staggered,horizontal,5,9,775,600,1.2917,moderate_advantage,0.151515,"{""COLOSSUS"": 1, ""STALKER"": 3, ""ZEALOT"": 1}","{""MARAUDER"": 3, ""MARINE"": 6}",78bdfbae55b61d2d2cac858f6e5c58f90668e7766fd25c30d4fae9f6d94d1a2b
r2g_train_1120,configs/train/r2g_train_1120.json,train,gen_protoss_triad_vs_bio_04,protoss_triad_vs_bio,general_v2,False,4,near,8.6139,NARROW,type_split,narrow_same_side,5,9,775,600,1.2917,moderate_advantage,0.151515,"{""COLOSSUS"": 1, ""STALKER"": 3, ""ZEALOT"": 1}","{""MARAUDER"": 3, ""MARINE"": 6}",3232c166d10f912ce6a04e964b1ec82ad375c3cf8dc7b65cffc366bb1195d0dc
r2g_train_1121,configs/train/r2g_train_1121.json,train,gen_protoss_triad_vs_bio_04,protoss_triad_vs_bio,general_v2,False,5,near,8.6643,OCTAGON,compact,vertical,5,9,775,600,1.2917,moderate_advantage,0.151515,"{""COLOSSUS"": 1, ""STALKER"": 3, ""ZEALOT"": 1}","{""MARAUDER"": 3, ""MARINE"": 6}",586faf3d2471f90be6beecfe9d07fcee98fe74c62e2572ffb694687d84fa05f8
r2g_train_1122,configs/train/r2g_train_1122.json,train,gen_protoss_triad_vs_bio_04,protoss_triad_vs_bio,general_v2,False,6,near,8.7922,OCTAGON,split,diag_down,5,9,775,600,1.2917,moderate_advantage,0.151515,"{""COLOSSUS"": 1, ""STALKER"": 3, ""ZEALOT"": 1}","{""MARAUDER"": 3, ""MARINE"": 6}",e9a8bfb9055c01a0c0405152e0c0e27ac4f541663ee18e01bab2795258b80fff
r2g_train_1123,configs/train/r2g_train_1123.json,train,gen_protoss_triad_vs_bio_04,protoss_triad_vs_bio,general_v2,False,7,near,8.6828,NARROW,staggered,narrow_same_side,5,9,775,600,1.2917,moderate_advantage,0.151515,"{""COLOSSUS"": 1, ""STALKER"": 3, ""ZEALOT"": 1}","{""MARAUDER"": 3, ""MARINE"": 6}",af0094c5f41570a638536ca7e6bbab9d74a4a590ae88b3a6746dfcc060d4fcb7
r2g_train_1124,configs/train/r2g_train_1124.json,train,gen_protoss_triad_vs_bio_04,protoss_triad_vs_bio,general_v2,False,8,medium,12.9607,SIMPLE,type_split,horizontal,5,9,775,600,1.2917,moderate_advantage,0.151515,"{""COLOSSUS"": 1, ""STALKER"": 3, ""ZEALOT"": 1}","{""MARAUDER"": 3, ""MARINE"": 6}",a06ba993e368c7a0d62e04201860d651bd61a96a5a605866fc56b1d2a96ce38f
r2g_train_1125,configs/train/r2g_train_1125.json,train,gen_protoss_triad_vs_bio_04,protoss_triad_vs_bio,general_v2,False,9,medium,12.7227,OCTAGON,compact,diag_up,5,9,775,600,1.2917,moderate_advantage,0.151515,"{""COLOSSUS"": 1, ""STALKER"": 3, ""ZEALOT"": 1}","{""MARAUDER"": 3, ""MARINE"": 6}",73cce54ee3a952d763d9f40c84e0eb6a47f994b5d37edc4bbbb991ddb35a7046
